a_id,a_name,a_country,a_street,a_city,a_prov,a_pcode,a_tel,a_web
7052,Perpignan Art School,France,"3, rue du Marechal FochBP 20931",Perpignan,,66931,+33(4) 68-66-31-84,http://www.epcc-heart.eu/
7053,Haute Ecole de Bruxelles,Belgium - French Community,"Chaussee de Waterloo, 749",Bruxelles,,1180,+32(2) 340-12-95,http://www.heb.be
7054,School Commerce Management,Benin,01 BP 3842Lot 485 Bar Tito,Cotonou,,Oueme-Plateau,+229 21-32-57-28,http://www.hecm-benin.net
7055,Private School Accountancy Audit Management,Morocco,Lotissement Le Chateau ndeg29,El Jadida,,,+212(523) 39-46-54,http://www.hecam.ma/
7061,Haute Ecole Robert Schuman,Belgium - French Community,Chemin de Weyler 2,Arlon,,B-6700,+32(63) 41-00-00,http://www.hers.be
7062,Haute Ecole en Hainaut,Belgium - French Community,"Rue Pierre-Joseph Dumenil, 4",Mons,,7000,+32(65) 34-79-83,http://www.hecfh.be
7063,Haute Ecole Paul Henri Spaak,Belgium - French Community,"Rue Royale, 150",Bruxelles,,1000,+32(2) 227-35-01,http://www.he-spaak.be
7064,Haute Ecole de la Province de Liege,Belgium - French Community,"Avenue Montesquieu, 6",Jemeppe-sur-Meuse,,4101,+32(4) 237-96-01,http://haute-ecole.provincedeliege.be/
7069,Haute Ecole de la Ville de Liege,Belgium - French Community,"Rue Hazinelle, 2",Liege,,4000,+32(4) 223-28-08,http://www.hel.be/
7070,Haute Ecole de Namur Liege Luxembourg,Belgium - French Community,"Rue Saint-Donat, 130",Namur,,5002,+32(81) 46-85-00,http://www.henallux.be
7074,Haute Ecole Francisco Ferrer,Belgium - French Community,"Rue de la Fontaine, 4",Bruxelles,Brabant,1000,+32(2) 279-58-10,http://www.he-ferrer.eu/
7075,Haute Ecole Galilee,Belgium - French Community,"Rue des Grands Carmes, 23",Bruxelles,Brabant,1000,+32(2) 289-63-30,http://www.galilee.be
7076,Haute Ecole Groupe ICHEC ISC Saint Louis ISFSC,Belgium - French Community,"Boulevard Brand Whitlock, 6",Bruxelles,,1150,+32(2) 739-37-00,http://www.he-ichec-isfsc.be
7077,Haute Ecole Leonard de Vinci,Belgium - French Community,"Place de l'Alma, 2",Bruxelles,,1200,+32(2) 761-06-80,http://www.vinci.be
7078,Haute Ecole libre de Bruxelles Ilya Prigogine,Belgium - French Community,Avenue Besme 97,Bruxelles,,1090,+32(2) 349-68-11,http://www.helb-prigogine.be
7085,Haute Ecole Libre Mosane,Belgium - French Community,Mont Saint-Martin 41,Liege,,4000,+32(4) 222-22-00,http://www.helmo.be/
7086,Haute Ecole Louvain en Hainaut,Belgium - French Community,159 Chaussee de Binche,Mons,Hainaut,7000,+32(65) 40-41-42,http://www.helha.be
7087,Haute Ecole Lucia de Brouckere,Belgium - French Community,"Avenue Emile Gryzon, 1",Bruxelles,,1070,+32(2) 526-73-00,http://www.heldb.be
7088,U. Teacher Education cantons Bern Jura Neuchatel,Switzerland,Rue du Banne 23,Porrentruy,,2900,+41 0844 886 996,http://www.hep-bejune.ch
7089,U. Teacher Education Vaud,Switzerland,Avenue de Cour 33,Lausanne,,1014,+41(21) 316-9270,http://www.hepl.ch/
7090,Haute Ecole provinciale de Hainaut Condorcet,Belgium - French Community,"17, Chemin du Champ de Mars",Mons,,7000,+32(65) 40 12 20,http://www.condorcet.be
7097,U. Applied Sciences Haute Ecole Specialisee de Suisse Occidentale,Switzerland,"Case postale 452, Rue de la Jeunesse 1",Delemont,,2800,+41(32) 424-4900,http://www.hes-so.ch
7098,Higher Christian Studies Management Applied Mathematics,Madagascar,"BP 7686, Lot II I Alarobia Amboniloha",Antananarivo,,101,+261(20) 26-393-17 +262 32-41-591-56,http://www.enduma.africa-web.org/hecmma/recherche.html
7100,HECGI Business School,Morocco,"Immeuble 49, Rue Jamil Sidqui ZouhaouiResidence Douaa Charq",Kenitra,,,+212(537) 37-33-47,http://www.hecgi.ma/
7101,Haverford College,United States of America ,370 Lancaster Avenue,Haverford, Pennsylvania,19041-1392,+1(610) 896-1000,http://www.haverford.edu
7102,Hawaii Pacific U.,United States of America ,1164 Bishop Street,Honolulu, Hawaii,96813-2882,+1(808) 544-0200,http://www.hpu.edu
7103,Hawassa U.,Ethiopia,PO Box 05,Hawassa,,,+251(46) 220-9676  +251(46) 220-9677,http://www.hu.edu.et
7104,American U. Armenia,Armenia,40 Marshal Baghramyan Avenue,Yerevan,,0019,+374(10) 324-040  +374(60) 694-040,http://www.aua.am
7105,French U. Armenia,Armenia,David Anhaght Street 10,Yerevan,,0037,+374(10) 249-661,http://www.ufar.am
7106,Armenian State Agrarian U.,Armenia,Teryan Street 74,Yerevan,,0009,+374(10) 524-541  +374(10) 581-912,http://www.anau.am/
7109,National Polytechnic U. Armenia,Armenia,"105, Teryan Str.",Yerevan,,0009,+374(10) 524-629 +374(10) 567-968,http://polytech.am
7111,Armenian State U. Economics Gyumri Branch,Armenia,32 Leningradyan Street,Gyumri,,377526,+374(312) 370-08,http://www.asue.am/en/about-asue/branches/gyumri-branch-249
7112,Armenian State U. Economics,Armenia,128 Nalbandyan str.,Yerevan,,0025,+374(10) 521-720,http://www.asue.am
7113,Hazara U.,Pakistan,Dhodial,Mansehra,Khyber Pakhtoonkhwa,,+92(997) 414004,http://www.hu.edu.pk
7114,Hazelden Graduate School Addiction Studies,United States of America ,P.O. Box 1115251 Pleasant Valley Rd.,Center City, Minnesota,55012-0011,+1(651) 213-4175,http://www.hazelden.org/
7116,He's U.,China,Surabaya Street 66Dongling District,Shenyang,Liaoning,110163,+86(24) 88059778  +86(24) 88059798,http://www.he-edu.com/
7118,Headstart College Cotabato,Philippines,Tamontaka MBMaguindanao,Cotabato City,Cotabato,9600,+63(64) 390-3592,
7119,Hebei Academy Fine Arts,China,No.44 Fuxi St Xinle,Shijiazhuang,Hebei,050700,+86(311) 88651148,http://www.hbafa.com/
7120,Hebei College Science Technology,China,1956 South Second Ring Road,Baoding,Hebei,071000,,http://www.hbkjxy.cn
7121,Hebei Finance U.,China,3188 North Main Street,Baoding,Hebei,071051,+86(312) 3338101,http://www.hbcf.edu.cn/
7122,Hebei Institute Architecture Civil Engineering,China,33 Jiangguo Road,Zhangjiakou,Hebei Province,075024,+86(313) 2050803,http://www.hebiace.edu.cn
7123,Hebei Institute Communications,China,Security PoliceXinhua Road on the 8th,Shijiazhuang,Hebei,050071,+86(311) 8510068  +86(311) 885100699,http://www.hebic.cn/
7124,Hebei Institute Physical Education,China,No.82 Xuefu Rd,Shijiazhuang,Hebei Province,050041,+86(311) 85337626,http://www.hepec.edu.cn
7125,Hebei Medical U.,China,361 Xinshi South Road,Shijiazhuang,Hebei Province,050091,+86(311) 86265043,http://www.hebmu.edu.cn/
7126,Hebei Normal U.,China,"No.20 Road East of 2nd Ring South, Yuhua District",Shijiazhuang,Hebei Province,050024,+86(311) 80789793,http://io.hebtu.edu.cn:8080/inter_en/index.php
7127,Hebei Normal U. Nationalities,China,Higher Education Park,Chengde,Hebei,067000,+86(314) 2370999,http://www.hbun.net/
7128,Hebei Normal U. Science Technology,China,360 West Hebei StreetQinhuangdao,Hebei,Hebei Province,066004,+86(335) 8076537,http://w3.hevttc.edu.cn/hevttc/
7129,Hebei North U.,China,14 Changqing Road,Zhangjiakou,Hebei Province,075000,+86(313) 8032544,http://www.hebeinu.org.cn
7130,Hebei United U.,China,46 Xinhua Xidao,Tangshan,Hebei Province,063009,+86(315) 2592044,http://international.heuu.edu.cn/
7131,Hebei U.,China,"No.180,  Wusidong Road",Baoding,Hebei Province,071002,+86(312) 5079533,http://www.hbu.edu.cn
7132,Hebei U. Economics Business,China,XueFu Road Number 47,Shijiazhuang,Hebei province,050061,+86(311) 7655607,http://www.heuet.edu.cn
7133,Hebei U. Engineering,China,Guangming South Street 199,Handan,Hebei Province,056038,+86(310) 8579017,http://www.hebeu.edu.cn/en/index.html
7134,Hebei U. Science Technology,China,70 East Yuhua Road,Shijiazhuang,Hebei Province,050018,+86(311) 88623762,http://www.hebust.edu.cn
7135,Hebei U. Technology,China,No 8 Guangrongdao DingziguHong Qiao District,Tianjin,Tianjin Province,300130,+86(22) 26564069,http://www.hebut.edu.cn
7136,Hebrew College,United States of America ,160 Herrick Road,Newton Centre, Massachusetts,02459,+1(617) 559-8600,http://www.hebrewcollege.edu
7137,U. Montreal HEC Montreal,Canada ,"3000, chemin de la Cote-Sainte-Catherine",Montreal, Quebec ,H3T 2A7,+1(514) 340-6000,http://www.hec.ca
7138,Hechi U.,China,Longjiang Road 42,Yizhou,Guangxi,546300,,http://www.hcnu.edu.cn/
7139,Hefei Normal U.,China,Jinzhai Road No. 327,Hefei,Anhui,230061,,http://xy.hftc.edu.cn/index.html
7140,Hefei U.,China,373 Huangshan Road,Hefei,Anhui Province,230022,+86(551) 2158005,http://www.hfuu.edu.cn/
7141,Hefei U. Technology,China,193 Tunxi Road,Hefei,Anhui Province,230009,+86 (551) 4658410,http://www.hfut.edu.cn
7142,School Advanced Engineering Studies,France,"13, rue de Toul",Lille Cedex,,59046,+33(3) 28-38-48-58,http://www.hei.fr
7143,School International Political Studies,France,37-39 boulevard Murat,Paris,,75016,+33(1) 47-20-57-47,http://www.hei-hep.com
7144,Heian Jogakuin St. Agnes U.,Japan,5-81-1 Nampeidai,Takatsuki-shi,Osaka,569-1092,+81(72) 693-2311,http://www.heian.ac.jp
7145,Heidelberg U.,United States of America ,310 East Market Street,Tiffin, Ohio,44883-2462,+1(419) 448-2000,http://www.heidelberg.edu
7146,Heihe U.,China,Cooperation Zone,Heihe,Heilongjiang,164300,+86(456) 8222907  +86(456) 8222832,http://www.hhxy.edu.cn/
7147,Heilongjiang Bayi Agricultural U.,China,,Mishan,Heilongjiang Province,158308,+86(453) 5070010,http://www.hlau.cn
7148,Heilongjiang East U.,China,331 Xuefu RoadNangang District,Harbin,Heilongjiang Province,150086,+86(451) 86673244,http://www.dfxy.net
7149,Heilongjiang Institute Science Technology,China,32 Nanxing StreetJiguan District,Jixi,Heilongjiang Province,158105,+86(453) 2385022,http://www.usth.edu.cn
7150,Heilongjiang Institute Technology,China,Harbin market area Hongqi Street 999,Harbin,Heilongjiang,150050,+86(451) 88028000,http://www.hljit.edu.cn/
7151,Heilongjiang International U.,China,Normal South RoadLimin Development Zone,Harbin,Heilongjiang,150025,+86(451) 88121011,http://www.hiu.edu.cn/
7152,Heilongjiang U.,China,74 Xuefu Road,Harbin,Heilongjiang Province,150080,+86(451) 86609033,http://www.hlju.edu.cn
7153,Heilongjiang U. Chinese Medicine,China,24 Heping Road,Harbin,Heilongjiang Province,150040,+86(451) 82193620,http://www.hljucm.net/
7154,Heilongjiang U. Finance Economics,China,"School ZoneLimin Road, No 99",Harbin,Heilongjiang,,+86(451) 85911666,http://www.hfu.edu.cn/
7155,Heinrich Heine U. Dusseldorf,Germany,Universitatsstr. 1,Duesseldorf,North Rhine-Westfalia,40204,+49(211) 81-00,http://www.uni-duesseldorf.de
7156,Heisei International U.,Japan,2000 OtatenoMizubuka,Kazo-shi,Saitama,347-8504,+81(480) 66-2100  +81(480) 66-2277,http://www.hiu.ac.jp
7157,Heisei College Music,Japan,1658 TakigawaMifune-cho,Kamimashiki-gun,Kumamoto,861-3295,+81(96) 282-0506,http://www.heisei-music.ac.jp
7158,Helderberg College,South Africa,PO Box 22Somerset West,Cape Town,,7130,+27(21) 850-7500,http://www.hbc.ac.za
7159,Hellenic College/Holy Cross Greek Orthodox School ology,United States of America ,50 Goddard Avenue,Brookline, Massachusetts,02445,+1(617) 731-3500  +1(617) 850-1200,http://www.hchc.edu
7162,Helmut Schmidt U. U. Federal Armed Forces Hamburg,Germany,"PO Box 700822, Holstenhofweg 85",Hamburg,,22043,+49(40) 6541-1,http://www.hsu-hh.de
7163,U. Helsinki,Finland,PO Box 33Yliopistonkatu 4,Helsinki,,00014,+358 2941 911,http://www.helsinki.fi/university
7164,Helwan U.,Egypt,,Ein Helwan,Cairo,11795,+20(2) 556-9064,http://www.helwan.edu.eg
7165,HEM Business School,Morocco,Avenue El Qods - Quartier Californie,Casablanca,,20150,+212(522) 52-52-52,http://www.hem.ac.ma
7166,Hemchandracharya North Gujarat U.,India,PO Box 21University Road,Patan,North Gujarat,384265,+91(2766) 230-427,http://www.ngu.ac.in
7168,Hemwati Nandan Bahuguna Garhwal U.,India,District Pauri Garhwal,Srinagar,Uttarakhand,246174,+91(1346) 252-143,http://hnbgu.ac.in/
7169,Henan Agricultural U.,China,95 Wenhua Road,Zhengzhou,Henan Province,450002,+86(371) 63555685,http://www.henau.edu.cn
7170,Henan Institute Engineering,China,"No.1 Zhongshan North Road, Longhu Town, Xinzheng",Zhengzhou,Henan,451191,+86(371) 62508001  +86(371) 62508888,http://www.haue.edu.cn/
7171,Henan Institute Science Technology,China,Eastern HuaLan Avenue,Xinxiang,Henan,453003,,http://www.hist.edu.cn/
7172,Henan Normal U.,China,46 East of Construction Road,Xinxiang,Henan Province,453007,+86(373) 3383000,http://www.htu.cn/english
7173,Henan Polytechnic U.,China,"No.2001, Century Avenue",Jiaozuo City,Henan Province,454003,+86(391) 2930003,http://www.hpu.edu.cn/english/NewsEvents.asp
7174,Henan U.,China,85 Minglun Street,Kaifeng,Henan Province,475001,+86(378) 2862311  +86(378) 2825161,http://www.henu.edu.cn
7175,Henan U. Economics Law,China,"PO Box 15,  80 Wenhua Road",Zhengzhou,Henan Province,450002,+86(371) 63522938,http://www.huel.edu.cn
7176,Henan U. Science Technology,China,"48, Xiyuan Road",Luoyang,Henan Province,471003,+86(379) 64231879,http://www.haust.edu.cn/
7177,Henan U. Technology,China,140 Songshan Road,Zhengzhou,Henan Province,450052,+86(371) 7447915,http://www.admissions.cn/haut/
7178,Henan U. Traditional Chinese Medicine,China,1 Jinshui Road,Zhengzhou,Henan Province,450008,+86(371) 65945879,http://www.hactcm.edu.cn/
7179,Henan U. Urban Construction,China,XIn Chen AreaMing Yue Road,Pingdingshan,Henan,467036,,http://hncj.edu.cn/
7180,Henderson State U.,United States of America ,1100 Henderson Street,Arkadelphia, Arkansas,71999-0001,+1(870) 230-5091,http://www.hsu.edu
7181,Hendrix College,United States of America ,1600 Washington Avenue,Conway, Arkansas,72032-3080,+1(501) 329-6811,http://www.hendrix.edu
7182,Hengshui U.,China,,Hengshui,Hebei,,,http://www.hsnc.cn/hsnc/index.html
7183,Hengyang Normal U.,China,167 Huangbai Road,Hengyang,Hunan Province,421008,+86(734) 8484904,http://www.hynu.edu.cn/index.jsp
7184,Henley Business School Limited,South Africa,1 Witkoppen StSandton 2191,Johannesburg,,,+27(11) 575-7604,http://www.henleysa.ac.za/
7185,Henley Putnam U.,United States of America ,"25 Metro Drive, Suite 500",San Jose, California,95110,+1(408) 453-9900,http://www.henley-putnam.edu
7187,Hinthada U.,Myanmar,,Hinthada,Ayeyarwady,,+95(44) 212-09,http://www.hinthadauniversity.edu.mm
7188,Herat U.,Afghanistan,,Herat,Herat Province,,+93 40 226-770  +93 40 223-570,http://www.hu.edu.af/
7189,Hercor College,Philippines,Roxas Avenue Extension,Roxas City,Capiz,5800,+63(36) 621-6897,http://www.hercorcollege.edu.ph/
7190,Heriot Watt U.,United Kingdom,,Edinburgh,,EH14 4AS,+44(131) 449-5111,http://www.hw.ac.uk
7191,Heritage Christian U.,United States of America ,PO Box HCU,Florence, Alabama,35630-9977,+1(256) 766-6610,http://www.hcu.edu
7192,Heritage U.,United States of America ,3240 Fort Road,Toppenish, Washington,98948,+1(509) 865-8500,http://www.heritage.edu
7193,Hertie School Governance,Germany,Quartier 110 - Friedrichstrasse 180,Berlin,,10117,+49 (30) 259-219-0,http://hertie-school.org
7199,Hexi U.,China,846 Ring Road,Zhangye,Gansu,734000,,http://www.hxu.edu.cn/
7200,Heze U.,China,2269 University Avenue,Heze,Shandong,274015,+86(530) 5529585,http://www.hezeu.edu.cn/
7201,Hezhou U.,China,Hezhou Lim Road 147,Hezhou,Guangxi,542899,+86(774) 5228600,http://www.hzu.gx.cn/
7202,HGB College,Philippines,Centro 1,Tumauini,Isabela,3325,+63(78) 632-4026,
7203,Hibernia College,Ireland,2 Clare Street,Dublin,,2,+353(1)  661-0168,http://www.hiberniacollege.net
7204,Hidayatullah National Law U.,India,"Uparwara Post, Abhanpur",New Raipur,Chhattisgarth,,,http://hnlu.ac.in
7205,Higashi Nippon International U.,Japan,37 SuganezawaTaira-Kamata,Iwaki-shi,Fukushima,970-8023,+81(246) 35-0001  +81(246) 35-0002,http://www.shk-ac.jp
7206,Higashi Osaka College,Japan,3-1-1 Nishitsutsumi Gakuencho,Higashiosaka-shi,Osaka,577-8567,+81(6) 6782-2824,http://www.higashiosaka.ac.jp
7207,High Point U.,United States of America ,833 Montlieu Ave,High Point, North Carolina,27268,+1(336) 841-9000,http://www.highpoint.edu
7208,High Technology School Morocco,Morocco,"34, rue Jabal Al Ayachi, Agdal",Rabat,,,+212(537) 67-09-99,http://www.hightech.edu
7209,Superior Institutions Science Technology,Morocco,"87 Bd Nador, Quartier Polo",Casablanca,,,+212(522) 21-16-80,http://www.sist.ac.ma
7213,Higher Colleges Technology Madinat Zayed College,United Arab Emirates,PO Box 58855,Madinat Zayed,,,+971(2) 894-3700,http://mzc.hct.ac.ae
7214,Higher Colleges Technology,United Arab Emirates,Central ServicesPO Box 25026,Abu Dhabi,,,,http://www.hct.ac.ae
7215,Higher Colleges Technology Abu Dhabi Men's College,United Arab Emirates,PO Box 25035,Abu Dhabi,,,+971(2) 445-1514,http://www.admc.hct.ac.ae
7216,Higher Colleges Technology Abu Dhabi Women's College,United Arab Emirates,PO Box 41012,Abu Dhabi,,,+971(2) 641-3839,http://www.adwc.hct.ac.ae
7217,Higher Colleges Technology Al Ain Men's College,United Arab Emirates,PO Box 17155,Al Ain,,,+971(3) 782-0888,http://aam.hct.ac.ae
7218,Higher Colleges Technology Al Ain Women's College,United Arab Emirates,PO Box 17258,Al Ain,,,+971(3) 782-0777,http://www.hct.ac.ae/colleges/aawc/
7219,Higher Colleges Technology Centre Excellence Applied Research Training,United Arab Emirates,PO Box 5464,Abu Dhabi,,,+971(2) 404-8501,http://www.certonline.com/
7220,Higher Colleges Technology Dubai Men's College,United Arab Emirates,PO Box 15825,Dubai,,,+971(4) 326-0333,http://dbm.hct.ac.ae
7221,Higher Colleges Technology Dubai Women's College,United Arab Emirates,PO Box 16062,Dubai,,,+971(4) 267-2929,http://www.dwc.hct.ac.ae
7222,Higher Colleges Technology Fujairah Women's College,United Arab Emirates,PO Box 1626,Fujairah,,,+971(9) 228-1212,http://www.hct.ac.ae/colleges/fwc
7223,Higher Colleges Technology Ras Al Khaimah Men's College,United Arab Emirates,PO Box 4793,Ras Al Khaimah,,,+917(7) 221-2999,http://rkm.hct.ac.ae
7224,Higher Colleges Technology Ras Al Khaimah Women's College,United Arab Emirates,PO Box 4792,Ras Al Khaimah,,,+971(7) 221-0550,http://rkw.hct.ac.ae
7225,Higher Colleges Technology Sharjah Men's College,United Arab Emirates,PO Box 7946,Sharjah,,,+971(6) 558-5222,http://sjm.hct.ac.ae
7226,Higher Colleges Technology Sharjah Women's College,United Arab Emirates,PO Box 7947,Sharjah,,,+971(6) 558-5333,http://sjw.hct.ac.ae
7227,Higher Colleges Technology Ruwais College,United Arab Emirates,,Ruwais,,,+971(2) 894-3800,
7228,Higher Colleges Technology Fujairah Men's College,United Arab Emirates,PO Box 4114,Fujairah,,,+971(9) 222-2112,http://fjw.hct.ac.ae/
7234,Higher Education Centre Public Administration,Iran (Islamic Republic of),,Tehran,,,+98(21) 889-0930-9,
7242,Higher Education Institution Iranian Banking,Iran (Islamic Republic of),,Tehran,,,+98(21) 284-9091,
7250,Higher Institute Administration Computers,Egypt,Street 51Next to the Labour University,Ras Al-Barr,Damietta,,,
7251,Higher Institute Administration Technology,Egypt,Sakkara Tourist Road,Shoubra Ment,,,,
7252,Higher Institute Administration Sciences 6th October City,Egypt,"Science and Culture CityCentral area, Plot 1/1Central Route",6th of October City,Giza,,+20(11) 354-271,
7253,Higher Institute Administration Sciences New Cairo,Egypt,QatamyaMahmoudia - Housing ProjectThird Complex,New Cairo,,,,
7254,Higher Institute Administration Sciences Computers,Egypt,Seventh NeighbourhoodFirst Complex,New Cairo,,,,
7255,Higher Institute Administration Sciences Foreign Trade,Egypt,"Fifth Urban Complexthird district, fourth zone",New Cairo,,,,
7256,Higher Institute Applied Arts 6th October City,Egypt,First District,6th of October City,,,+20(2) 835-2806,http://www.appliedarts.org
7257,Higher Institute Civil Architectural Engineering,Egypt,15th of May CityThird Neighbourhood,Helwan,,,,
7258,Higher Institute Commerce Ecology,Egypt,"Science and Culture CityCentral Area, plot 1/1",6th of October City,Giza,,,
7259,Higher Institute Commercial Sciences Computers,Egypt,Army Suburbbehind the Education Directorate,Al-Arish,North Sinai,,,
7260,Higher Institute Computer Sciences Information Systems 6th October City,Egypt,"Science and Culture CityCentral Area, plot 1/1",6th of October City,Giza,,+20(11) 231-041,
7261,Higher Institute Computer Sciences Information Systems New Cairo,Egypt,Fifth Urban ComplexThird DistrictFourth Zone,New Cairo,,,,
7262,Higher Institute Computer Sciences Management Technology,Egypt,Al-Kouser district,Sohag,,,+20(93) 605-714,
7263,Higher Institute Computer Studies,Egypt,31 Km Al-KafouriCairo Desert Road,King Mariot,,,+20(3) 448-3200,http://www.kma.edu.eg/en
7264,Higher Institute Computers Administration Information Systems,Egypt,Street 72 off Street 9across from Al-Quds MosqueHigher Elevation,Muqatam,,,,
